train: n=512 dim=52 alpha_eff=3.91e-04 lam=0.7 eps 0.15->0.02
start eval: 97.5% vs random
  [C-selfplay] game 4700/30000 (total 74700)
  [C-selfplay] game 4725/30000 (total 74725)
  [C-selfplay] game 4750/30000 (total 74750)
  [C-selfplay] game 4775/30000 (total 74775)
  [C-selfplay] game 4800/30000 (total 74800)
  [C-selfplay] game 4825/30000 (total 74825)
  [C-selfplay] game 4850/30000 (total 74850)
  [C-selfplay] game 4875/30000 (total 74875)
  [C-selfplay] game 4900/30000 (total 74900)
  [C-selfplay] game 4925/30000 (total 74925)
  [C-selfplay] game 4950/30000 (total 74950)
  [C-selfplay] game 4975/30000 (total 74975)
  [C-selfplay] game 5000/30000 (total 75000)
  [C-selfplay] game 5025/30000 (total 75025)
  [C-selfplay] game 5050/30000 (total 75050)
  [C-selfplay] game 5075/30000 (total 75075)
  [C-selfplay] game 5100/30000 (total 75100)
  [C-selfplay] game 5125/30000 (total 75125)
  [C-selfplay] game 5150/30000 (total 75150)
  [C-selfplay] game 5175/30000 (total 75175)
  [C-selfplay] game 5200/30000 (total 75200)
  [C-selfplay] game 5225/30000 (total 75225)
  [C-selfplay] game 5250/30000 (total 75250)
  [C-selfplay] game 5275/30000 (total 75275)
  [C-selfplay] game 5300/30000 (total 75300)
  [C-selfplay] game 5325/30000 (total 75325)
  [C-selfplay] game 5350/30000 (total 75350)
  [C-selfplay] game 5375/30000 (total 75375)
  [C-selfplay] game 5400/30000 (total 75400)
  [C-selfplay] game 5425/30000 (total 75425)
  [C-selfplay] game 5450/30000 (total 75450)
  [C-selfplay] game 5475/30000 (total 75475)
  [C-selfplay] game 5500/30000 (total 75500)
  [C-selfplay] game 5525/30000 (total 75525)
  [C-selfplay] game 5550/30000 (total 75550)
  [C-selfplay] game 5575/30000 (total 75575)
  [C-selfplay] game 5600/30000 (total 75600)
  [C-selfplay] game 5625/30000 (total 75625)
  [C-selfplay] game 5650/30000 (total 75650)
  [C-selfplay] game 5675/30000 (total 75675)
  [C-selfplay] game 5700/30000 (total 75700)
  [C-selfplay] game 5725/30000 (total 75725)
  [C-selfplay] game 5750/30000 (total 75750)
  [C-selfplay] game 5775/30000 (total 75775)
  [C-selfplay] game 5800/30000 (total 75800)
  [C-selfplay] game 5825/30000 (total 75825)
  [C-selfplay] game 5850/30000 (total 75850)
  [C-selfplay] game 5875/30000 (total 75875)
  [C-selfplay] game 5900/30000 (total 75900)
  [C-selfplay] game 5925/30000 (total 75925)
  [C-selfplay] game 5950/30000 (total 75950)
  [C-selfplay] game 5975/30000 (total 75975)
  [C-selfplay] game 6000/30000 (total 76000)
  eval@76000: 100.0% vs random
  [C-selfplay] game 6025/30000 (total 76025)
  [C-selfplay] game 6050/30000 (total 76050)
  [C-selfplay] game 6075/30000 (total 76075)
  [C-selfplay] game 6100/30000 (total 76100)
  [C-selfplay] game 6125/30000 (total 76125)
  [C-selfplay] game 6150/30000 (total 76150)
  [C-selfplay] game 6175/30000 (total 76175)
  [C-selfplay] game 6200/30000 (total 76200)
  [C-selfplay] game 6225/30000 (total 76225)
  [C-selfplay] game 6250/30000 (total 76250)
  [C-selfplay] game 6275/30000 (total 76275)
  [C-selfplay] game 6300/30000 (total 76300)
  [C-selfplay] game 6325/30000 (total 76325)
  [C-selfplay] game 6350/30000 (total 76350)
  [C-selfplay] game 6375/30000 (total 76375)
  [C-selfplay] game 6400/30000 (total 76400)
  [C-selfplay] game 6425/30000 (total 76425)
  [C-selfplay] game 6450/30000 (total 76450)
  [C-selfplay] game 6475/30000 (total 76475)
  [C-selfplay] game 6500/30000 (total 76500)
  [C-selfplay] game 6525/30000 (total 76525)
  [C-selfplay] game 6550/30000 (total 76550)
  [C-selfplay] game 6575/30000 (total 76575)
  [C-selfplay] game 6600/30000 (total 76600)
  [C-selfplay] game 6625/30000 (total 76625)
  [C-selfplay] game 6650/30000 (total 76650)
  [C-selfplay] game 6675/30000 (total 76675)
  [C-selfplay] game 6700/30000 (total 76700)
  [C-selfplay] game 6725/30000 (total 76725)
  [C-selfplay] game 6750/30000 (total 76750)
  [C-selfplay] game 6775/30000 (total 76775)
  [C-selfplay] game 6800/30000 (total 76800)
  [C-selfplay] game 6825/30000 (total 76825)
  [C-selfplay] game 6850/30000 (total 76850)
  [C-selfplay] game 6875/30000 (total 76875)
  [C-selfplay] game 6900/30000 (total 76900)
  [C-selfplay] game 6925/30000 (total 76925)
  [C-selfplay] game 6950/30000 (total 76950)
  [C-selfplay] game 6975/30000 (total 76975)
  [C-selfplay] game 7000/30000 (total 77000)
  [C-selfplay] game 7025/30000 (total 77025)
  [C-selfplay] game 7050/30000 (total 77050)
  [C-selfplay] game 7075/30000 (total 77075)
  [C-selfplay] game 7100/30000 (total 77100)
  [C-selfplay] game 7125/30000 (total 77125)
  [C-selfplay] game 7150/30000 (total 77150)
  [C-selfplay] game 7175/30000 (total 77175)
  [C-selfplay] game 7200/30000 (total 77200)
  [C-selfplay] game 7225/30000 (total 77225)
  [C-selfplay] game 7250/30000 (total 77250)
  [C-selfplay] game 7275/30000 (total 77275)
  [C-selfplay] game 7300/30000 (total 77300)
  [C-selfplay] game 7325/30000 (total 77325)
  [C-selfplay] game 7350/30000 (total 77350)
  [C-selfplay] game 7375/30000 (total 77375)
  [C-selfplay] game 7400/30000 (total 77400)
  [C-selfplay] game 7425/30000 (total 77425)
  [C-selfplay] game 7450/30000 (total 77450)
  [C-selfplay] game 7475/30000 (total 77475)
  [C-selfplay] game 7500/30000 (total 77500)
  [C-selfplay] game 7525/30000 (total 77525)
  [C-selfplay] game 7550/30000 (total 77550)
  [C-selfplay] game 7575/30000 (total 77575)
  [C-selfplay] game 7600/30000 (total 77600)
  [C-selfplay] game 7625/30000 (total 77625)
  [C-selfplay] game 7650/30000 (total 77650)
  [C-selfplay] game 7675/30000 (total 77675)
  [C-selfplay] game 7700/30000 (total 77700)
  [C-selfplay] game 7725/30000 (total 77725)
  [C-selfplay] game 7750/30000 (total 77750)
  [C-selfplay] game 7775/30000 (total 77775)
  [C-selfplay] game 7800/30000 (total 77800)
  [C-selfplay] game 7825/30000 (total 77825)
  [C-selfplay] game 7850/30000 (total 77850)
  [C-selfplay] game 7875/30000 (total 77875)
  [C-selfplay] game 7900/30000 (total 77900)
  [C-selfplay] game 7925/30000 (total 77925)
  [C-selfplay] game 7950/30000 (total 77950)
  [C-selfplay] game 7975/30000 (total 77975)
  [C-selfplay] game 8000/30000 (total 78000)
  eval@78000: 100.0% vs random
  [C-selfplay] game 8025/30000 (total 78025)
  [C-selfplay] game 8050/30000 (total 78050)
  [C-selfplay] game 8075/30000 (total 78075)
  [C-selfplay] game 8100/30000 (total 78100)
  [C-selfplay] game 8125/30000 (total 78125)
  [C-selfplay] game 8150/30000 (total 78150)
  [C-selfplay] game 8175/30000 (total 78175)
  [C-selfplay] game 8200/30000 (total 78200)
  [C-selfplay] game 8225/30000 (total 78225)
  [C-selfplay] game 8250/30000 (total 78250)
  [C-selfplay] game 8275/30000 (total 78275)
  [C-selfplay] game 8300/30000 (total 78300)
  [C-selfplay] game 8325/30000 (total 78325)
  [C-selfplay] game 8350/30000 (total 78350)
  [C-selfplay] game 8375/30000 (total 78375)
  [C-selfplay] game 8400/30000 (total 78400)
  [C-selfplay] game 8425/30000 (total 78425)
  [C-selfplay] game 8450/30000 (total 78450)
  [C-selfplay] game 8475/30000 (total 78475)
  [C-selfplay] game 8500/30000 (total 78500)
  [C-selfplay] game 8525/30000 (total 78525)
  [C-selfplay] game 8550/30000 (total 78550)
  [C-selfplay] game 8575/30000 (total 78575)
  [C-selfplay] game 8600/30000 (total 78600)
  [C-selfplay] game 8625/30000 (total 78625)
  [C-selfplay] game 8650/30000 (total 78650)
  [C-selfplay] game 8675/30000 (total 78675)
  [C-selfplay] game 8700/30000 (total 78700)
  [C-selfplay] game 8725/30000 (total 78725)
  [C-selfplay] game 8750/30000 (total 78750)
  [C-selfplay] game 8775/30000 (total 78775)
  [C-selfplay] game 8800/30000 (total 78800)
  [C-selfplay] game 8825/30000 (total 78825)
  [C-selfplay] game 8850/30000 (total 78850)
  [C-selfplay] game 8875/30000 (total 78875)
  [C-selfplay] game 8900/30000 (total 78900)
  [C-selfplay] game 8925/30000 (total 78925)
  [C-selfplay] game 8950/30000 (total 78950)
  [C-selfplay] game 8975/30000 (total 78975)
  [C-selfplay] game 9000/30000 (total 79000)
  [C-selfplay] game 9025/30000 (total 79025)
  [C-selfplay] game 9050/30000 (total 79050)
  [C-selfplay] game 9075/30000 (total 79075)
  [C-selfplay] game 9100/30000 (total 79100)
  [C-selfplay] game 9125/30000 (total 79125)
  [C-selfplay] game 9150/30000 (total 79150)
  [C-selfplay] game 9175/30000 (total 79175)
  [C-selfplay] game 9200/30000 (total 79200)
  [C-selfplay] game 9225/30000 (total 79225)
  [C-selfplay] game 9250/30000 (total 79250)
  [C-selfplay] game 9275/30000 (total 79275)
  [C-selfplay] game 9300/30000 (total 79300)
  [C-selfplay] game 9325/30000 (total 79325)
  [C-selfplay] game 9350/30000 (total 79350)
  [C-selfplay] game 9375/30000 (total 79375)
  [C-selfplay] game 9400/30000 (total 79400)
  [C-selfplay] game 9425/30000 (total 79425)
  [C-selfplay] game 9450/30000 (total 79450)
  [C-selfplay] game 9475/30000 (total 79475)
  [C-selfplay] game 9500/30000 (total 79500)
  [C-selfplay] game 9525/30000 (total 79525)
  [C-selfplay] game 9550/30000 (total 79550)
  [C-selfplay] game 9575/30000 (total 79575)
  [C-selfplay] game 9600/30000 (total 79600)
  [C-selfplay] game 9625/30000 (total 79625)
  [C-selfplay] game 9650/30000 (total 79650)
  [C-selfplay] game 9675/30000 (total 79675)
  [C-selfplay] game 9700/30000 (total 79700)
  [C-selfplay] game 9725/30000 (total 79725)
  [C-selfplay] game 9750/30000 (total 79750)
  [C-selfplay] game 9775/30000 (total 79775)
  [C-selfplay] game 9800/30000 (total 79800)
  [C-selfplay] game 9825/30000 (total 79825)
  [C-selfplay] game 9850/30000 (total 79850)
  [C-selfplay] game 9875/30000 (total 79875)
  [C-selfplay] game 9900/30000 (total 79900)
  [C-selfplay] game 9925/30000 (total 79925)
  [C-selfplay] game 9950/30000 (total 79950)
  [C-selfplay] game 9975/30000 (total 79975)
  [C-selfplay] game 10000/30000 (total 80000)
  eval@80000: 100.0% vs random
  [C-selfplay] game 10025/30000 (total 80025)
  [C-selfplay] game 10050/30000 (total 80050)
  [C-selfplay] game 10075/30000 (total 80075)
  [C-selfplay] game 10100/30000 (total 80100)
  [C-selfplay] game 10125/30000 (total 80125)
  [C-selfplay] game 10150/30000 (total 80150)
  [C-selfplay] game 10175/30000 (total 80175)
  [C-selfplay] game 10200/30000 (total 80200)
  [C-selfplay] game 10225/30000 (total 80225)
  [C-selfplay] game 10250/30000 (total 80250)
  [C-selfplay] game 10275/30000 (total 80275)
  [C-selfplay] game 10300/30000 (total 80300)
  [C-selfplay] game 10325/30000 (total 80325)
  [C-selfplay] game 10350/30000 (total 80350)
  [C-selfplay] game 10375/30000 (total 80375)
  [C-selfplay] game 10400/30000 (total 80400)
  [C-selfplay] game 10425/30000 (total 80425)
  [C-selfplay] game 10450/30000 (total 80450)
  [C-selfplay] game 10475/30000 (total 80475)
  [C-selfplay] game 10500/30000 (total 80500)
  [C-selfplay] game 10525/30000 (total 80525)
  [C-selfplay] game 10550/30000 (total 80550)
  [C-selfplay] game 10575/30000 (total 80575)
  [C-selfplay] game 10600/30000 (total 80600)
  [C-selfplay] game 10625/30000 (total 80625)
  [C-selfplay] game 10650/30000 (total 80650)
  [C-selfplay] game 10675/30000 (total 80675)
  [C-selfplay] game 10700/30000 (total 80700)
  [C-selfplay] game 10725/30000 (total 80725)
  [C-selfplay] game 10750/30000 (total 80750)
  [C-selfplay] game 10775/30000 (total 80775)
  [C-selfplay] game 10800/30000 (total 80800)
  [C-selfplay] game 10825/30000 (total 80825)
  [C-selfplay] game 10850/30000 (total 80850)
  [C-selfplay] game 10875/30000 (total 80875)
  [C-selfplay] game 10900/30000 (total 80900)
  [C-selfplay] game 10925/30000 (total 80925)
  [C-selfplay] game 10950/30000 (total 80950)
  [C-selfplay] game 10975/30000 (total 80975)
  [C-selfplay] game 11000/30000 (total 81000)
  [C-selfplay] game 11025/30000 (total 81025)
  [C-selfplay] game 11050/30000 (total 81050)
  [C-selfplay] game 11075/30000 (total 81075)
  [C-selfplay] game 11100/30000 (total 81100)
  [C-selfplay] game 11125/30000 (total 81125)
  [C-selfplay] game 11150/30000 (total 81150)
  [C-selfplay] game 11175/30000 (total 81175)
  [C-selfplay] game 11200/30000 (total 81200)
  [C-selfplay] game 11225/30000 (total 81225)
  [C-selfplay] game 11250/30000 (total 81250)
  [C-selfplay] game 11275/30000 (total 81275)
  [C-selfplay] game 11300/30000 (total 81300)
  [C-selfplay] game 11325/30000 (total 81325)
  [C-selfplay] game 11350/30000 (total 81350)
  [C-selfplay] game 11375/30000 (total 81375)
  [C-selfplay] game 11400/30000 (total 81400)
  [C-selfplay] game 11425/30000 (total 81425)
  [C-selfplay] game 11450/30000 (total 81450)
  [C-selfplay] game 11475/30000 (total 81475)
  [C-selfplay] game 11500/30000 (total 81500)
  [C-selfplay] game 11525/30000 (total 81525)
  [C-selfplay] game 11550/30000 (total 81550)
  [C-selfplay] game 11575/30000 (total 81575)
  [C-selfplay] game 11600/30000 (total 81600)
  [C-selfplay] game 11625/30000 (total 81625)
  [C-selfplay] game 11650/30000 (total 81650)
  [C-selfplay] game 11675/30000 (total 81675)
  [C-selfplay] game 11700/30000 (total 81700)
  [C-selfplay] game 11725/30000 (total 81725)
  [C-selfplay] game 11750/30000 (total 81750)
  [C-selfplay] game 11775/30000 (total 81775)
  [C-selfplay] game 11800/30000 (total 81800)
  [C-selfplay] game 11825/30000 (total 81825)
  [C-selfplay] game 11850/30000 (total 81850)
  [C-selfplay] game 11875/30000 (total 81875)
  [C-selfplay] game 11900/30000 (total 81900)
  [C-selfplay] game 11925/30000 (total 81925)
  [C-selfplay] game 11950/30000 (total 81950)
  [C-selfplay] game 11975/30000 (total 81975)
  [C-selfplay] game 12000/30000 (total 82000)
  eval@82000: 97.5% vs random
  [C-selfplay] game 12025/30000 (total 82025)
  [C-selfplay] game 12050/30000 (total 82050)
  [C-selfplay] game 12075/30000 (total 82075)
  [C-selfplay] game 12100/30000 (total 82100)
  [C-selfplay] game 12125/30000 (total 82125)
  [C-selfplay] game 12150/30000 (total 82150)
  [C-selfplay] game 12175/30000 (total 82175)
  [C-selfplay] game 12200/30000 (total 82200)
  [C-selfplay] game 12225/30000 (total 82225)
  [C-selfplay] game 12250/30000 (total 82250)
  [C-selfplay] game 12275/30000 (total 82275)
  [C-selfplay] game 12300/30000 (total 82300)
  [C-selfplay] game 12325/30000 (total 82325)
  [C-selfplay] game 12350/30000 (total 82350)
  [C-selfplay] game 12375/30000 (total 82375)
  [C-selfplay] game 12400/30000 (total 82400)
  [C-selfplay] game 12425/30000 (total 82425)
  [C-selfplay] game 12450/30000 (total 82450)
  [C-selfplay] game 12475/30000 (total 82475)
  [C-selfplay] game 12500/30000 (total 82500)
  [C-selfplay] game 12525/30000 (total 82525)
  [C-selfplay] game 12550/30000 (total 82550)
  [C-selfplay] game 12575/30000 (total 82575)
  [C-selfplay] game 12600/30000 (total 82600)
  [C-selfplay] game 12625/30000 (total 82625)
  [C-selfplay] game 12650/30000 (total 82650)
  [C-selfplay] game 12675/30000 (total 82675)
  [C-selfplay] game 12700/30000 (total 82700)
  [C-selfplay] game 12725/30000 (total 82725)
  [C-selfplay] game 12750/30000 (total 82750)
  [C-selfplay] game 12775/30000 (total 82775)
  [C-selfplay] game 12800/30000 (total 82800)
  [C-selfplay] game 12825/30000 (total 82825)
  [C-selfplay] game 12850/30000 (total 82850)
  [C-selfplay] game 12875/30000 (total 82875)
  [C-selfplay] game 12900/30000 (total 82900)
  [C-selfplay] game 12925/30000 (total 82925)
  [C-selfplay] game 12950/30000 (total 82950)
  [C-selfplay] game 12975/30000 (total 82975)
  [C-selfplay] game 13000/30000 (total 83000)
  [C-selfplay] game 13025/30000 (total 83025)
  [C-selfplay] game 13050/30000 (total 83050)
  [C-selfplay] game 13075/30000 (total 83075)
  [C-selfplay] game 13100/30000 (total 83100)
  [C-selfplay] game 13125/30000 (total 83125)
  [C-selfplay] game 13150/30000 (total 83150)
  [C-selfplay] game 13175/30000 (total 83175)
  [C-selfplay] game 13200/30000 (total 83200)
  [C-selfplay] game 13225/30000 (total 83225)
  [C-selfplay] game 13250/30000 (total 83250)
  [C-selfplay] game 13275/30000 (total 83275)
  [C-selfplay] game 13300/30000 (total 83300)
  [C-selfplay] game 13325/30000 (total 83325)
  [C-selfplay] game 13350/30000 (total 83350)
  [C-selfplay] game 13375/30000 (total 83375)
  [C-selfplay] game 13400/30000 (total 83400)
  [C-selfplay] game 13425/30000 (total 83425)
  [C-selfplay] game 13450/30000 (total 83450)
  [C-selfplay] game 13475/30000 (total 83475)
  [C-selfplay] game 13500/30000 (total 83500)
  [C-selfplay] game 13525/30000 (total 83525)
  [C-selfplay] game 13550/30000 (total 83550)
  [C-selfplay] game 13575/30000 (total 83575)
  [C-selfplay] game 13600/30000 (total 83600)
  [C-selfplay] game 13625/30000 (total 83625)
  [C-selfplay] game 13650/30000 (total 83650)
  [C-selfplay] game 13675/30000 (total 83675)
  [C-selfplay] game 13700/30000 (total 83700)
  [C-selfplay] game 13725/30000 (total 83725)
  [C-selfplay] game 13750/30000 (total 83750)
  [C-selfplay] game 13775/30000 (total 83775)
  [C-selfplay] game 13800/30000 (total 83800)
  [C-selfplay] game 13825/30000 (total 83825)
  [C-selfplay] game 13850/30000 (total 83850)
  [C-selfplay] game 13875/30000 (total 83875)
  [C-selfplay] game 13900/30000 (total 83900)
  [C-selfplay] game 13925/30000 (total 83925)
  [C-selfplay] game 13950/30000 (total 83950)
  [C-selfplay] game 13975/30000 (total 83975)
  [C-selfplay] game 14000/30000 (total 84000)
  eval@84000: 92.5% vs random
  [C-selfplay] game 14025/30000 (total 84025)
  [C-selfplay] game 14050/30000 (total 84050)
  [C-selfplay] game 14075/30000 (total 84075)
  [C-selfplay] game 14100/30000 (total 84100)
  [C-selfplay] game 14125/30000 (total 84125)
  [C-selfplay] game 14150/30000 (total 84150)
  [C-selfplay] game 14175/30000 (total 84175)
  [C-selfplay] game 14200/30000 (total 84200)
  [C-selfplay] game 14225/30000 (total 84225)
  [C-selfplay] game 14250/30000 (total 84250)
  [C-selfplay] game 14275/30000 (total 84275)
  [C-selfplay] game 14300/30000 (total 84300)
  [C-selfplay] game 14325/30000 (total 84325)
  [C-selfplay] game 14350/30000 (total 84350)
  [C-selfplay] game 14375/30000 (total 84375)
  [C-selfplay] game 14400/30000 (total 84400)
  [C-selfplay] game 14425/30000 (total 84425)
  [C-selfplay] game 14450/30000 (total 84450)
  [C-selfplay] game 14475/30000 (total 84475)
  [C-selfplay] game 14500/30000 (total 84500)
  [C-selfplay] game 14525/30000 (total 84525)
  [C-selfplay] game 14550/30000 (total 84550)
  [C-selfplay] game 14575/30000 (total 84575)
  [C-selfplay] game 14600/30000 (total 84600)
  [C-selfplay] game 14625/30000 (total 84625)
  [C-selfplay] game 14650/30000 (total 84650)
  [C-selfplay] game 14675/30000 (total 84675)
  [C-selfplay] game 14700/30000 (total 84700)
  [C-selfplay] game 14725/30000 (total 84725)
  [C-selfplay] game 14750/30000 (total 84750)
  [C-selfplay] game 14775/30000 (total 84775)
  [C-selfplay] game 14800/30000 (total 84800)
  [C-selfplay] game 14825/30000 (total 84825)
  [C-selfplay] game 14850/30000 (total 84850)
  [C-selfplay] game 14875/30000 (total 84875)
  [C-selfplay] game 14900/30000 (total 84900)
  [C-selfplay] game 14925/30000 (total 84925)
  [C-selfplay] game 14950/30000 (total 84950)
  [C-selfplay] game 14975/30000 (total 84975)
  [C-selfplay] game 15000/30000 (total 85000)
  [C-selfplay] game 15025/30000 (total 85025)
  [C-selfplay] game 15050/30000 (total 85050)
  [C-selfplay] game 15075/30000 (total 85075)
  [C-selfplay] game 15100/30000 (total 85100)
  [C-selfplay] game 15125/30000 (total 85125)
  [C-selfplay] game 15150/30000 (total 85150)
  [C-selfplay] game 15175/30000 (total 85175)
  [C-selfplay] game 15200/30000 (total 85200)
  [C-selfplay] game 15225/30000 (total 85225)
  [C-selfplay] game 15250/30000 (total 85250)
  [C-selfplay] game 15275/30000 (total 85275)
  [C-selfplay] game 15300/30000 (total 85300)
  [C-selfplay] game 15325/30000 (total 85325)
  [C-selfplay] game 15350/30000 (total 85350)
  [C-selfplay] game 15375/30000 (total 85375)
  [C-selfplay] game 15400/30000 (total 85400)
  [C-selfplay] game 15425/30000 (total 85425)
  [C-selfplay] game 15450/30000 (total 85450)
  [C-selfplay] game 15475/30000 (total 85475)
  [C-selfplay] game 15500/30000 (total 85500)
  [C-selfplay] game 15525/30000 (total 85525)
  [C-selfplay] game 15550/30000 (total 85550)
  [C-selfplay] game 15575/30000 (total 85575)
  [C-selfplay] game 15600/30000 (total 85600)
  [C-selfplay] game 15625/30000 (total 85625)
  [C-selfplay] game 15650/30000 (total 85650)
  [C-selfplay] game 15675/30000 (total 85675)
  [C-selfplay] game 15700/30000 (total 85700)
  [C-selfplay] game 15725/30000 (total 85725)
  [C-selfplay] game 15750/30000 (total 85750)
  [C-selfplay] game 15775/30000 (total 85775)
  [C-selfplay] game 15800/30000 (total 85800)
  [C-selfplay] game 15825/30000 (total 85825)
  [C-selfplay] game 15850/30000 (total 85850)
  [C-selfplay] game 15875/30000 (total 85875)
  [C-selfplay] game 15900/30000 (total 85900)
  [C-selfplay] game 15925/30000 (total 85925)
  [C-selfplay] game 15950/30000 (total 85950)
  [C-selfplay] game 15975/30000 (total 85975)
  [C-selfplay] game 16000/30000 (total 86000)
  eval@86000: 100.0% vs random
  [C-selfplay] game 16025/30000 (total 86025)
  [C-selfplay] game 16050/30000 (total 86050)
  [C-selfplay] game 16075/30000 (total 86075)
  [C-selfplay] game 16100/30000 (total 86100)
  [C-selfplay] game 16125/30000 (total 86125)
  [C-selfplay] game 16150/30000 (total 86150)
  [C-selfplay] game 16175/30000 (total 86175)
  [C-selfplay] game 16200/30000 (total 86200)
  [C-selfplay] game 16225/30000 (total 86225)
  [C-selfplay] game 16250/30000 (total 86250)
  [C-selfplay] game 16275/30000 (total 86275)
  [C-selfplay] game 16300/30000 (total 86300)
  [C-selfplay] game 16325/30000 (total 86325)
  [C-selfplay] game 16350/30000 (total 86350)
  [C-selfplay] game 16375/30000 (total 86375)
  [C-selfplay] game 16400/30000 (total 86400)
  [C-selfplay] game 16425/30000 (total 86425)
  [C-selfplay] game 16450/30000 (total 86450)
  [C-selfplay] game 16475/30000 (total 86475)
  [C-selfplay] game 16500/30000 (total 86500)
  [C-selfplay] game 16525/30000 (total 86525)
  [C-selfplay] game 16550/30000 (total 86550)
  [C-selfplay] game 16575/30000 (total 86575)
  [C-selfplay] game 16600/30000 (total 86600)
  [C-selfplay] game 16625/30000 (total 86625)
  [C-selfplay] game 16650/30000 (total 86650)
  [C-selfplay] game 16675/30000 (total 86675)
  [C-selfplay] game 16700/30000 (total 86700)
  [C-selfplay] game 16725/30000 (total 86725)
  [C-selfplay] game 16750/30000 (total 86750)
  [C-selfplay] game 16775/30000 (total 86775)
  [C-selfplay] game 16800/30000 (total 86800)
  [C-selfplay] game 16825/30000 (total 86825)
  [C-selfplay] game 16850/30000 (total 86850)
  [C-selfplay] game 16875/30000 (total 86875)
  [C-selfplay] game 16900/30000 (total 86900)
  [C-selfplay] game 16925/30000 (total 86925)
  [C-selfplay] game 16950/30000 (total 86950)
  [C-selfplay] game 16975/30000 (total 86975)
  [C-selfplay] game 17000/30000 (total 87000)
  [C-selfplay] game 17025/30000 (total 87025)
  [C-selfplay] game 17050/30000 (total 87050)
  [C-selfplay] game 17075/30000 (total 87075)
  [C-selfplay] game 17100/30000 (total 87100)
  [C-selfplay] game 17125/30000 (total 87125)
  [C-selfplay] game 17150/30000 (total 87150)
  [C-selfplay] game 17175/30000 (total 87175)
  [C-selfplay] game 17200/30000 (total 87200)
  [C-selfplay] game 17225/30000 (total 87225)
  [C-selfplay] game 17250/30000 (total 87250)
  [C-selfplay] game 17275/30000 (total 87275)
  [C-selfplay] game 17300/30000 (total 87300)
  [C-selfplay] game 17325/30000 (total 87325)
  [C-selfplay] game 17350/30000 (total 87350)
  [C-selfplay] game 17375/30000 (total 87375)
  [C-selfplay] game 17400/30000 (total 87400)
  [C-selfplay] game 17425/30000 (total 87425)
  [C-selfplay] game 17450/30000 (total 87450)
  [C-selfplay] game 17475/30000 (total 87475)
  [C-selfplay] game 17500/30000 (total 87500)
  [C-selfplay] game 17525/30000 (total 87525)
  [C-selfplay] game 17550/30000 (total 87550)
  [C-selfplay] game 17575/30000 (total 87575)
  [C-selfplay] game 17600/30000 (total 87600)
  [C-selfplay] game 17625/30000 (total 87625)
  [C-selfplay] game 17650/30000 (total 87650)
  [C-selfplay] game 17675/30000 (total 87675)
  [C-selfplay] game 17700/30000 (total 87700)
  [C-selfplay] game 17725/30000 (total 87725)
  [C-selfplay] game 17750/30000 (total 87750)
  [C-selfplay] game 17775/30000 (total 87775)
  [C-selfplay] game 17800/30000 (total 87800)
  [C-selfplay] game 17825/30000 (total 87825)
  [C-selfplay] game 17850/30000 (total 87850)
  [C-selfplay] game 17875/30000 (total 87875)
  [C-selfplay] game 17900/30000 (total 87900)
  [C-selfplay] game 17925/30000 (total 87925)
  [C-selfplay] game 17950/30000 (total 87950)
  [C-selfplay] game 17975/30000 (total 87975)
  [C-selfplay] game 18000/30000 (total 88000)
  eval@88000: 100.0% vs random
  [C-selfplay] game 18025/30000 (total 88025)
  [C-selfplay] game 18050/30000 (total 88050)
  [C-selfplay] game 18075/30000 (total 88075)
  [C-selfplay] game 18100/30000 (total 88100)
  [C-selfplay] game 18125/30000 (total 88125)
  [C-selfplay] game 18150/30000 (total 88150)
  [C-selfplay] game 18175/30000 (total 88175)
  [C-selfplay] game 18200/30000 (total 88200)
  [C-selfplay] game 18225/30000 (total 88225)
  [C-selfplay] game 18250/30000 (total 88250)
  [C-selfplay] game 18275/30000 (total 88275)
  [C-selfplay] game 18300/30000 (total 88300)
  [C-selfplay] game 18325/30000 (total 88325)
  [C-selfplay] game 18350/30000 (total 88350)
  [C-selfplay] game 18375/30000 (total 88375)
  [C-selfplay] game 18400/30000 (total 88400)
  [C-selfplay] game 18425/30000 (total 88425)
  [C-selfplay] game 18450/30000 (total 88450)
  [C-selfplay] game 18475/30000 (total 88475)
  [C-selfplay] game 18500/30000 (total 88500)
  [C-selfplay] game 18525/30000 (total 88525)
  [C-selfplay] game 18550/30000 (total 88550)
  [C-selfplay] game 18575/30000 (total 88575)
  [C-selfplay] game 18600/30000 (total 88600)
  [C-selfplay] game 18625/30000 (total 88625)
  [C-selfplay] game 18650/30000 (total 88650)
  [C-selfplay] game 18675/30000 (total 88675)
  [C-selfplay] game 18700/30000 (total 88700)
  [C-selfplay] game 18725/30000 (total 88725)
  [C-selfplay] game 18750/30000 (total 88750)
  [C-selfplay] game 18775/30000 (total 88775)
  [C-selfplay] game 18800/30000 (total 88800)
  [C-selfplay] game 18825/30000 (total 88825)
  [C-selfplay] game 18850/30000 (total 88850)
  [C-selfplay] game 18875/30000 (total 88875)
  [C-selfplay] game 18900/30000 (total 88900)
  [C-selfplay] game 18925/30000 (total 88925)
  [C-selfplay] game 18950/30000 (total 88950)
  [C-selfplay] game 18975/30000 (total 88975)
  [C-selfplay] game 19000/30000 (total 89000)
  [C-selfplay] game 19025/30000 (total 89025)
  [C-selfplay] game 19050/30000 (total 89050)
  [C-selfplay] game 19075/30000 (total 89075)
